IATA,Nome,País,Grau,DC,BC,EC
TKX,Takaroa Airport,French Polynesia,5,0.0008242664029014178,0.0001708331192822889,1.0559334772750603e-05
NHV,Nuku Hiva Airport,French Polynesia,8,0.0013188262446422684,0.00034144878988450486,1.0570494546688048e-05
BOB,Bora Bora Airport,French Polynesia,12,0.0019782393669634025,2.9899193510026693e-07,1.0603903498726562e-05
RGI,Rangiroa Airport,French Polynesia,11,0.0018133860863831191,8.154325502734554e-07,1.0615004647404497e-05
HUH,Huahine-Fare Airport,French Polynesia,8,0.0013188262446422684,2.7181085009115177e-08,1.0592778885039474e-05
MOZ,Moorea Airport,French Polynesia,7,0.0011539729640619848,0.0,1.0581630868158748e-05
HOI,Hao Airport,French Polynesia,3,0.0004945598417408506,0.00017102338687735268,1.0559323077379436e-05
MAU,Maupiti Airport,French Polynesia,6,0.0009891196834817012,0.0,1.0581642575916341e-05
RFP,Raiatea Airport,French Polynesia,9,0.001483679525222552,2.7181085009115177e-08,1.0603903498726562e-05
VLI,Bauerfield International Airport,Vanuatu,40,0.006594131223211342,0.0045522609362416006,0.00028689827220577154
KNQ,Koné Airport,New Caledonia,2,0.0003297065611605671,0.0,1.0786729027129544e-60
KOC,Koumac Airport,New Caledonia,4,0.0006594131223211342,2.1744868007292142e-07,1.1905045226913257e-60
LIF,Lifou Airport,New Caledonia,6,0.0009891196834817012,5.4362170018230355e-08,2.1423714137540653e-60
GEA,Nouméa Magenta Airport,New Caledonia,17,0.00280250576986482,1.7395894405833713e-06,3.519435522786754e-60
MEE,Maré Airport,New Caledonia,2,0.0003297065611605671,0.0,1.0786729027129544e-60
TOU,Touho Airport,New Caledonia,2,0.0003297065611605671,0.0,1.0786729027129544e-60
UVE,Ouvéa Airport,New Caledonia,4,0.0006594131223211342,0.0,1.73528897784096e-60
NOU,La Tontouta International Airport,New Caledonia,18,0.002967359050445104,0.0012327165673333914,0.0003291936156033482
AKL,Auckland International Airport,New Zealand,95,0.015661061655126936,0.0049647610823399324,0.011939131590467894
TUO,Taupo Airport,New Zealand,4,0.0006594131223211342,0.0,1.3669910460027402e-05
AMZ,Ardmore Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
CHC,Christchurch International Airport,New Zealand,41,0.006758984503791626,0.0004889333571439638,0.0017853623895952486
CHT,Chatham Islands-Tuuta Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
DUD,Dunedin Airport,New Zealand,7,0.0011539729640619848,0.0,0.00010466078579663209
GIS,Gisborne Airport,New Zealand,4,0.0006594131223211342,0.0,1.3669910460027402e-05
GTN,Glentanner Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
HKK,Hokitika Airfield,New Zealand,2,0.0003297065611605671,0.0,1.8814928125566814e-06
HLZ,Hamilton International Airport,New Zealand,8,0.0013188262446422684,0.0,1.5567824608863755e-05
KKE,Kerikeri Airport,New Zealand,2,0.0003297065611605671,0.0,1.2576348304925393e-05
KAT,Kaitaia Airport,New Zealand,2,0.0003297065611605671,0.0,1.2576348304925393e-05
ALR,Alexandra Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
MON,Mount Cook Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
TEU,Manapouri Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
MRO,Hood Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
NPL,New Plymouth Airport,New Zealand,6,0.0009891196834817012,0.0,1.5551403272584082e-05
NSN,Nelson Airport,New Zealand,8,0.0013188262446422684,0.0,1.5567824608863755e-05
IVC,Invercargill Airport,New Zealand,4,0.0006594131223211342,0.0,2.9750549676586896e-06
OHA,RNZAF Base Ohakea,New Zealand,0,0.0,0.0,3.2879294820093764e-76
OAM,Oamaru Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
PMR,Palmerston North Airport,New Zealand,10,0.0016485328058028356,5.4362170018230355e-08,1.558421140063891e-05
PPQ,Paraparaumu Airport,New Zealand,4,0.0006594131223211342,0.0,1.4457841117482073e-05
ZQN,Queenstown International Airport,New Zealand,10,0.0016485328058028356,0.0,0.0003340705923135407
ROT,Rotorua Regional Airport,New Zealand,6,0.0009891196834817012,0.0,1.5551403272584082e-05
TRG,Tauranga Airport,New Zealand,6,0.0009891196834817012,0.0,1.5551403272584082e-05
TIU,Timaru Airport,New Zealand,2,0.0003297065611605671,0.0,1.0935621551020084e-06
TWZ,Pukaki Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
BHE,Woodbourne Airport,New Zealand,6,0.0009891196834817012,0.0,1.664496542768609e-05
WKA,Wanaka Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
WHK,Whakatane Airport,New Zealand,2,0.0003297065611605671,0.0,1.2576348304925393e-05
WLG,Wellington International Airport,New Zealand,42,0.006923837784371909,0.0005212516672198018,0.001037728162109456
WIR,Wairoa Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
WRE,Whangarei Airport,New Zealand,4,0.0006594131223211342,0.0,1.3669910460027402e-05
WSZ,Westport Airport,New Zealand,2,0.0003297065611605671,0.0,1.0935621551020084e-06
WAG,Wanganui Airport,New Zealand,2,0.0003297065611605671,0.0,1.2576348304925393e-05
HEA,Herat Airport,Afghanistan,6,0.0009891196834817012,0.0006243495226593756,2.9452374105921363e-05
JAA,Jalalabad Airport,Afghanistan,0,0.0,0.0,3.2879294820093764e-76
KBL,Hamid Karzai International Airport,Afghanistan,26,0.004286185295087373,0.0007641962050312732,0.0011984487720162304
KDH,Kandahar Airport,Afghanistan,8,0.0013188262446422684,0.0,5.190623354706721e-05
MMZ,Maimana Airport,Afghanistan,0,0.0,0.0,3.2879294820093764e-76
MZR,Mazar I Sharif Airport,Afghanistan,6,0.0009891196834817012,0.0,2.2395835605217495e-05
OAH,Shindand Airport,Afghanistan,0,0.0,0.0,3.2879294820093764e-76
UND,Konduz Airport,Afghanistan,0,0.0,0.0,3.2879294820093764e-76
BAH,Bahrain International Airport,Bahrain,78,0.012858555885262118,5.864319090716599e-05,0.009853008643575677
AHB,Abha Regional Airport,Saudi Arabia,21,0.0034619188921859545,7.966776016171658e-05,0.00017208132432689814
HOF,Al Ahsa Airport,Saudi Arabia,6,0.0009891196834817012,0.0,1.743836723873537e-05
ABT,Al Baha Airport,Saudi Arabia,6,0.0009891196834817012,0.0,1.9206411948697185e-05
BHH,Bisha Airport,Saudi Arabia,6,0.0009891196834817012,0.0,1.9206411948697185e-05
DMM,King Fahd International Airport,Saudi Arabia,92,0.015166501813386087,0.00024439872585945913,0.002110983560888058
DHA,King Abdulaziz Air Base,Saudi Arabia,0,0.0,0.0,3.2879294820093764e-76
GIZ,Jizan Regional Airport,Saudi Arabia,8,0.0013188262446422684,0.0,7.117622188413006e-05
ELQ,Gassim Airport,Saudi Arabia,19,0.0031322123310253873,0.0,0.0002101042652784089
URY,Gurayat Domestic Airport,Saudi Arabia,4,0.0006594131223211342,0.0,1.6983585006047436e-05
HAS,Ha'il Airport,Saudi Arabia,10,0.0016485328058028356,0.0,4.842511974745687e-05
QJB,Jubail Airport,Saudi Arabia,0,0.0,0.0,3.2879294820093764e-76
JED,King Abdulaziz International Airport,Saudi Arabia,199,0.032805802835476426,0.003533541051184973,0.009633100619045442
KMC,King Khaled Military City Airport,Saudi Arabia,0,0.0,0.0,3.2879294820093764e-76
MED,Prince Mohammad Bin Abdulaziz Airport,Saudi Arabia,68,0.01121002307945928,0.00036360137416693373,0.000967799844862854
EAM,Nejran Airport,Saudi Arabia,6,0.0009891196834817012,0.0,1.9206411948697185e-05
AQI,Al Qaisumah/Hafr Al Batin Airport,Saudi Arabia,4,0.0006594131223211342,0.0,1.6983585006047436e-05
RAH,Rafha Domestic Airport,Saudi Arabia,2,0.0003297065611605671,0.0,6.8425724448046685e-06
RUH,King Khaled International Airport,Saudi Arabia,153,0.025222551928783383,0.0015736760976877322,0.006499968009598099
RAE,Arar Domestic Airport,Saudi Arabia,4,0.0006594131223211342,0.0,1.6983585006047436e-05
SHW,Sharurah Airport,Saudi Arabia,4,0.0006594131223211342,0.0,1.6983585006047436e-05
SLF,Sulayel Airport,Saudi Arabia,0,0.0,0.0,3.2879294820093764e-76
TUU,Tabuk Airport,Saudi Arabia,14,0.0023079459281239697,0.0,0.0001202510171747978
TIF,Ta’if Regional Airport,Saudi Arabia,18,0.002967359050445104,0.0,0.0001764062590896547
TUI,Turaif Domestic Airport,Saudi Arabia,2,0.0003297065611605671,0.0,6.8425724448046685e-06
EJH,Al Wajh Domestic Airport,Saudi Arabia,2,0.0003297065611605671,0.0,1.014101256124277e-05
YNB,Prince Abdulmohsin Bin Abdulaziz Airport,Saudi Arabia,15,0.0024727992087042534,0.00015244511527362248,0.0001378146755832662
ABD,Abadan Airport,Iran,6,0.0009891196834817012,0.0,1.1737538559508139e-06
DEF,Dezful Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
AKW,Aghajari Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
GCH,Gachsaran Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
OMI,Omidiyeh Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
MRX,Mahshahr Airport,Iran,4,0.0006594131223211342,0.0,8.929256297726325e-08
AWZ,Ahwaz Airport,Iran,26,0.004286185295087373,0.000286733265761156,6.946320496214836e-05
AEU,Abu Musa Island Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
BUZ,Bushehr Airport,Iran,8,0.0013188262446422684,0.0,2.9216817938987533e-05
KIH,Kish International Airport,Iran,15,0.0024727992087042534,3.4220986026476005e-05,5.835657855965875e-05
BDH,Bandar Lengeh Airport,Iran,4,0.0006594131223211342,0.0,2.892980523790248e-05
KHK,Khark Island Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
SXI,Sirri Island Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
LVP,Lavan Island Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
KSH,Shahid Ashrafi Esfahani Airport,Iran,6,0.0009891196834817012,0.0,1.8148745114151877e-05
SDG,Sanandaj Airport,Iran,2,0.0003297065611605671,0.0,2.0025231460018892e-08
IFH,Hesa Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
KKS,Kashan Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
IFN,Esfahan Shahid Beheshti International Airport,Iran,28,0.004615891856247939,0.00030097615430593234,6.5792019995266e-05
RAS,Sardar-e-Jangal Airport,Iran,14,0.0023079459281239697,0.0,1.2446567304426621e-05
AJK,Arak Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
THR,Mehrabad International Airport,Iran,66,0.010880316518298714,0.0024735602790845086,1.9019810678627772e-05
GZW,Qazvin Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
BND,Bandar Abbas International Airport,Iran,24,0.003956478733926805,8.295667144781951e-05,0.00011766088904932969
JYR,Jiroft Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
KER,Kerman Airport,Iran,8,0.0013188262446422684,6.074972499537242e-05,2.8776249474945584e-07
HDR,Havadarya Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
SYJ,Sirjan Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
XBJ,Birjand Airport,Iran,4,0.0006594131223211342,0.0,2.2693700670499578e-07
CKT,Sarakhs Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
RUD,Shahroud Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
TCX,Tabas Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
KLM,Kalaleh Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
RZR,Ramsar Airport,Iran,4,0.0006594131223211342,0.0,2.2693700670499578e-07
FAZ,Fasa Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
JAR,Jahrom Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
LFM,Lamerd Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
SYZ,Shiraz Shahid Dastghaib International Airport,Iran,46,0.007583250906693043,0.0007283987160742686,0.0001575562312800517
KHY,Khoy Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
TBZ,Tabriz International Airport,Iran,20,0.003297065611605671,0.0022474951950636974,6.241694188677149e-05
JWN,Zanjan Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
AZD,Shahid Sadooghi Airport,Iran,8,0.0013188262446422684,0.0,1.2207198098300223e-05
ACZ,Zabol Airport,Iran,2,0.0003297065611605671,0.0,2.0691177524497688e-07
ZBR,Konarak Airport,Iran,11,0.0018133860863831191,5.167124260232795e-05,3.562987089857922e-05
ZAH,Zahedan International Airport,Iran,14,0.0023079459281239697,4.6914552725732796e-05,3.095439449681076e-05
IHR,Iran Shahr Airport,Iran,0,0.0,0.0,3.2879294820093764e-76
AMM,Queen Alia International Airport,Jordan,111,0.018298714144411473,0.0011934263089527154,0.011969924587694284
ADJ,Amman-Marka International Airport,Jordan,0,0.0,0.0,3.2879294820093764e-76
AQJ,Aqaba King Hussein International Airport,Jordan,4,0.0006594131223211342,0.0,2.9738292394694955e-05
OMF,King Hussein Air College,Jordan,0,0.0,0.0,3.2879294820093764e-76
KWI,Kuwait International Airport,Kuwait,110,0.018133860863831192,0.0013969175018734563,0.006210770568097318
BEY,Beirut Rafic Hariri International Airport,Lebanon,89,0.014671941971645236,0.0007853566797108694,0.004561222643185314
KYE,Rene Mouawad Air Base,Lebanon,0,0.0,0.0,3.2879294820093764e-76
AUH,Abu Dhabi International Airport,United Arab Emirates,172,0.02835476425980877,0.0010646151470945187,0.023709042100277203
AZI,Bateen Airport,United Arab Emirates,6,0.0009891196834817012,0.00017091466253731623,2.879427326606063e-05
DHF,Al Dhafra Air Base,United Arab Emirates,0,0.0,0.0,3.2879294820093764e-76
DXB,Dubai International Airport,United Arab Emirates,362,0.05967688757006265,0.005045352999391959,0.027322468630831157
FJR,Fujairah International Airport,United Arab Emirates,2,0.0003297065611605671,0.0,3.031581254858446e-08
RKT,Ras Al Khaimah International Airport,United Arab Emirates,0,0.0,0.0,3.2879294820093764e-76
SHJ,Sharjah International Airport,United Arab Emirates,152,0.0250576986482031,0.0007840927592579455,0.0004317382955384522
KHS,Khasab Air Base,Oman,2,0.0003297065611605671,0.0,6.4825394318484345e-06
MSH,Masirah Air Base,Oman,0,0.0,0.0,3.2879294820093764e-76
MCT,Muscat International Airport,Oman,103,0.016979887899769206,0.000930517264202049,0.006155581365007811
SLL,Salalah Airport,Oman,12,0.0019782393669634025,0.0,0.00014898349080147216
TTH,Thumrait Air Base,Oman,0,0.0,0.0,3.2879294820093764e-76
BHW,Bhagatanwala Airport,Pakistan,0,0.0,0.0,3.2879294820093764e-76
LYP,Faisalabad International Airport,Pakistan,2,0.0003297065611605671,0.0,6.988772028285396e-06
GWD,Gwadar International Airport,Pakistan,6,0.0009891196834817012,0.0,8.238938243667847e-06
GIL,Gilgit Airport,Pakistan,0,0.0,0.0,3.2879294820093764e-76
JAG,Shahbaz Air Base,Pakistan,0,0.0,0.0,3.2879294820093764e-76
KHI,Jinnah International Airport,Pakistan,71,0.011704582921200132,0.001204285152413857,0.0016589113000216454
LHE,Alama Iqbal International Airport,Pakistan,60,0.009891196834817014,0.0014131989717939162,0.002913908300451162
XJM,Mangla Airport,Pakistan,0,0.0,0.0,3.2879294820093764e-76
MFG,Muzaffarabad Airport,Pakistan,0,0.0,0.0,3.2879294820093764e-76
MWD,Mianwali Air Base,Pakistan,0,0.0,0.0,3.2879294820093764e-76
MJD,Moenjodaro Airport,Pakistan,4,0.0006594131223211342,0.0,1.7522662124351596e-06
MUX,Multan International Airport,Pakistan,14,0.0023079459281239697,0.0,0.00014856702818794842
WNS,Shaheed Benazirabad Airport,Pakistan,0,0.0,0.0,3.2879294820093764e-76
PJG,Panjgur Airport,Pakistan,2,0.0003297065611605671,0.0,1.747193007071349e-06
PSI,Pasni Airport,Pakistan,0,0.0,0.0,3.2879294820093764e-76
PEW,Peshawar International Airport,Pakistan,32,0.005275304978569074,0.0007158410548000573,0.0007711783515883961
UET,Quetta International Airport,Pakistan,14,0.0023079459281239697,0.00015050166769547073,4.416466886616438e-05
RYK,Shaikh Zaid Airport,Pakistan,6,0.0009891196834817012,0.0,2.978232282933718e-05
RAZ,Rawalakot Airport,Pakistan,0,0.0,0.0,3.2879294820093764e-76
SKZ,Sukkur Airport,Pakistan,7,0.0011539729640619848,3.155723969558272e-05,4.817100420755421e-06
SDT,Saidu Sharif Airport,Pakistan,0,0.0,0.0,3.2879294820093764e-76
SUL,Sui Airport,Pakistan,0,0.0,0.0,3.2879294820093764e-76
BDN,Talhar Airport,Pakistan,0,0.0,0.0,3.2879294820093764e-76
WAF,Wana Airport,Pakistan,0,0.0,0.0,3.2879294820093764e-76
PZH,Zhob Airport,Pakistan,4,0.0006594131223211342,4.574576607034084e-05,4.736832782050913e-08
BSR,Basrah International Airport,Iraq,14,0.0023079459281239697,0.0,0.00019100192776715463
ALP,Aleppo International Airport,Syria,0,0.0,0.0,3.2879294820093764e-76
DAM,Damascus International Airport,Syria,0,0.0,0.0,3.2879294820093764e-76
DEZ,Deir ez-Zor Air Base,Syria,0,0.0,0.0,3.2879294820093764e-76
LTK,Bassel Al-Assad International Airport,Syria,0,0.0,0.0,3.2879294820093764e-76
PMS,Palmyra Airport,Syria,0,0.0,0.0,3.2879294820093764e-76
DIA,Doha International Airport,Qatar,0,0.0,0.0,3.2879294820093764e-76
CIS,Canton Island Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
ROP,Rota International Airport,Northern Mariana Islands,4,0.0006594131223211342,0.0,3.8622079858076575e-06
SPN,Saipan International Airport,Northern Mariana Islands,19,0.0031322123310253873,8.36361985730474e-05,0.0006426796025935481
UAM,Andersen Air Force Base,Guam,0,0.0,0.0,3.2879294820093764e-76
GUM,Antonio B. Won Pat International Airport,Guam,38,0.006264424662050775,0.0011548971209522948,0.0030218635977864138
TIQ,Tinian International Airport,Northern Mariana Islands,0,0.0,0.0,3.2879294820093764e-76
MAJ,Marshall Islands International Airport,Marshall Islands,8,0.0013188262446422684,0.0005943687858943216,3.442818842185304e-05
KWA,Bucholz Army Air Field,Marshall Islands,6,0.0009891196834817012,0.00047305960349864056,3.624856752868403e-08
CXI,Cassidy International Airport,Kiribati,4,0.0006594131223211342,0.0,0.00016029459577964104
MDY,Henderson Field,Midway Islands,0,0.0,0.0,3.2879294820093764e-76
TKK,Chuuk International Airport,Micronesia,4,0.0006594131223211342,0.0005285361980022446,3.184788559548371e-06
PNI,Pohnpei International Airport,Micronesia,6,0.0009891196834817012,0.000502686986158576,3.395863528620459e-09
ROR,Babelthuap Airport,Palau,12,0.0019782393669634025,8.91811399149069e-05,0.0008720677915566955
KSA,Kosrae International Airport,Micronesia,4,0.0006594131223211342,0.0,4.17462181410514e-11
YAP,Yap International Airport,Micronesia,4,0.0006594131223211342,0.0,4.103855346674676e-06
KNH,Kinmen Airport,Taiwan,8,0.0013188262446422684,0.0,1.720921561000087e-05
TTT,Taitung Airport,Taiwan,2,0.0003297065611605671,0.0,2.36748289770594e-06
GNI,Lyudao Airport,Taiwan,0,0.0,0.0,3.2879294820093764e-76
KHH,Kaohsiung International Airport,Taiwan,74,0.012199142762940983,0.0004010025471394762,0.006167810626232423
CYI,Chiayi Airport,Taiwan,0,0.0,0.0,3.2879294820093764e-76
KYD,Lanyu Airport,Taiwan,0,0.0,0.0,3.2879294820093764e-76
RMQ,Taichung Ching Chuang Kang Airport,Taiwan,46,0.007583250906693043,0.00037884996285704735,0.0011500804396051899
TNN,Tainan Airport,Taiwan,2,0.0003297065611605671,0.0,6.145208170885066e-05
HSZ,Hsinchu Air Base,Taiwan,0,0.0,0.0,3.2879294820093764e-76
MZG,Makung Airport,Taiwan,8,0.0013188262446422684,1.9407294696508237e-05,1.720921561000087e-05
PIF,Pingtung North Airport,Taiwan,0,0.0,0.0,3.2879294820093764e-76
TSA,Taipei Songshan Airport,Taiwan,38,0.006264424662050775,0.0002794759160637223,0.002239772523780247
TPE,Taiwan Taoyuan International Airport,Taiwan,201,0.033135509396636995,0.0017300352892026674,0.04289088939771789
WOT,Wang-an Airport,Taiwan,0,0.0,0.0,3.2879294820093764e-76
HUN,Hualien Airport,Taiwan,8,0.0013188262446422684,4.1043438363763915e-05,2.58993161560992e-05
NRT,Narita International Airport,Japan,206,0.03395977579953841,0.009031214486213617,0.08776235955896566
MMJ,Matsumoto Airport,Japan,4,0.0006594131223211342,0.0,1.7175386510403084e-05
IBR,Hyakuri Airport,Japan,10,0.0016485328058028356,0.0,9.867008622431597e-05
MUS,Minami Torishima Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
IWO,Iwo Jima Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
SHM,Nanki Shirahama Airport,Japan,2,0.0003297065611605671,0.0,1.6535005249233912e-05
OBO,Tokachi-Obihiro Airport,Japan,2,0.0003297065611605671,0.0,0.00014881504724310524
CTS,New Chitose Airport,Japan,71,0.011704582921200132,0.0011495424472054991,0.0070586080766961495
HKD,Hakodate Airport,Japan,12,0.0019782393669634025,1.3155645144411746e-05,0.0005956415508369978
MMB,Memanbetsu Airport,Japan,6,0.0009891196834817012,0.0,0.00018831534415705183
SHB,Nakashibetsu Airport,Japan,4,0.0006594131223211342,0.0,2.3974496371255416e-05
WKJ,Wakkanai Airport,Japan,4,0.0006594131223211342,0.0,2.3974496371255416e-05
IKI,Iki Airport,Japan,2,0.0003297065611605671,0.0,1.9840637723276375e-06
UBJ,Yamaguchi Ube Airport,Japan,4,0.0006594131223211342,0.0,0.00014186483520228402
TSJ,Tsushima Airport,Japan,4,0.0006594131223211342,0.0,1.1719959160709219e-05
MBE,Monbetsu Airport,Japan,2,0.0003297065611605671,0.0,1.6535005249233912e-05
AKJ,Asahikawa Airport,Japan,6,0.0009891196834817012,0.0,0.0006151473670854143
OIR,Okushiri Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
RIS,Rishiri Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
KUM,Yakushima Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
FUJ,Fukue Airport,Japan,4,0.0006594131223211342,1.1361693533810144e-05,4.0927645325853955e-05
FUK,Fukuoka Airport,Japan,72,0.011869436201780416,0.0006562057542900586,0.009235047387812502
TNE,New Tanegashima Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
KOJ,Kagoshima Airport,Japan,22,0.0036267721727662383,5.012192075680839e-05,0.001008340171496663
KMI,Miyazaki Airport,Japan,14,0.0023079459281239697,4.484879026504004e-06,0.0004735062992545522
OIT,Oita Airport,Japan,10,0.0016485328058028356,0.0,0.000283790130722075
KKJ,Kitakyūshū Airport,Japan,2,0.0003297065611605671,0.0,0.00014881504724310524
KMJ,Kumamoto Airport,Japan,12,0.0019782393669634025,4.340819275955694e-05,0.00038934373572934377
NGS,Nagasaki Airport,Japan,22,0.0036267721727662383,0.00035811079499509246,0.00047039126478622915
ASJ,Amami Airport,Japan,4,0.0006594131223211342,0.0,1.770452496578947e-05
OKE,Okierabu Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
TKN,Tokunoshima Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
FKJ,Fukui Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
QGU,Gifu Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
KMQ,Komatsu Airport,Japan,18,0.002967359050445104,1.1416055703828374e-06,0.001286214931360333
OKI,Oki Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
TOY,Toyama Airport,Japan,12,0.0019782393669634025,1.7939516106016016e-05,0.0007015806258408844
HIJ,Hiroshima Airport,Japan,18,0.002967359050445104,0.0,0.0016066391389569594
OKJ,Okayama Airport,Japan,16,0.002637652489284537,0.0,0.0006649539825575183
IZO,Izumo Airport,Japan,2,0.0003297065611605671,0.0,1.6535005249233912e-05
YGJ,Miho Yonago Airport,Japan,12,0.0019782393669634025,8.292949036281041e-05,0.0004749603993630851
KCZ,Kōchi Ryōma Airport,Japan,6,0.0009891196834817012,4.946957471658963e-06,6.731111114944767e-05
MYJ,Matsuyama Airport,Japan,16,0.002637652489284537,0.00020480947554368285,0.0007895966479840121
ITM,Osaka International Airport,Japan,44,0.0072535443455324766,0.00048327969146206787,0.0011100027937224904
TTJ,Tottori Airport,Japan,2,0.0003297065611605671,0.0,1.6535005249233912e-05
TKS,Tokushima Airport/JMSDF Air Base,Japan,2,0.0003297065611605671,0.0,6.614002099693565e-05
TAK,Takamatsu Airport,Japan,12,0.0019782393669634025,0.0,0.0005841560961919337
AOJ,Aomori Airport,Japan,10,0.0016485328058028356,1.0328812303463767e-06,0.0001008704007291158
GAJ,Yamagata Airport,Japan,6,0.0009891196834817012,1.2503299104192982e-06,1.7706095401745934e-05
SDS,Sado Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
HHE,Hachinohe Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
HNA,Hanamaki Airport,Japan,8,0.0013188262446422684,0.0,1.834647666291511e-05
AXT,Akita Airport,Japan,10,0.0016485328058028356,0.0,0.0001860432109824528
MSJ,Misawa Air Base,Japan,4,0.0006594131223211342,0.0,1.770452496578947e-05
SDJ,Sendai Airport,Japan,29,0.004780745136828223,2.935557180984439e-06,0.0013406894680823987
NJA,Atsugi Naval Air Facility,Japan,0,0.0,0.0,3.2879294820093764e-76
HAC,Hachijojima Airport,Japan,2,0.0003297065611605671,0.0,1.6535005249233912e-05
OIM,Oshima Airport,Japan,2,0.0003297065611605671,0.0,1.6535005249233912e-05
HND,Tokyo Haneda International Airport,Japan,147,0.02423343224530168,0.004090997923636916,0.015697048663256684
OKO,Yokota Air Base,Japan,0,0.0,0.0,3.2879294820093764e-76
KWJ,Gwangju Airport,South Korea,4,0.0006594131223211342,0.0,2.1983334051247296e-05
CHN,Jeon Ju Airport (G-703),South Korea,0,0.0,0.0,3.2879294820093764e-76
RSU,Yeosu Airport,South Korea,4,0.0006594131223211342,0.0,1.2666787677335912e-05
KAG,Gangneung Airport (K-18),South Korea,0,0.0,0.0,3.2879294820093764e-76
CJU,Jeju International Airport,South Korea,66,0.010880316518298714,0.0010213564503025118,0.002943581999180711
CHF,Jinhae Airbase/Airport (G-813/K-10),South Korea,0,0.0,0.0,3.2879294820093764e-76
PUS,Gimhae International Airport,South Korea,72,0.011869436201780416,7.746609227597826e-05,0.008530257918008193
USN,Ulsan Airport,South Korea,4,0.0006594131223211342,0.0,1.2666787677335912e-05
SSN,Seoul Air Base (K-16),South Korea,0,0.0,0.0,3.2879294820093764e-76
OSN,Osan Air Base,South Korea,0,0.0,0.0,3.2879294820093764e-76
GMP,Gimpo International Airport,South Korea,26,0.004286185295087373,0.00039643612485794485,0.0022645960595741527
SWU,Suwon Airport,South Korea,0,0.0,0.0,3.2879294820093764e-76
KPO,Pohang Airport (G-815/K-3),South Korea,4,0.0006594131223211342,0.0,1.2666787677335912e-05
TAE,Daegu Airport,South Korea,8,0.0013188262446422684,0.0,0.00023499588275806562
YEC,Yecheon Airbase,South Korea,0,0.0,0.0,3.2879294820093764e-76
OKA,Naha Airport,Japan,62,0.01022090339597758,0.0003241888009037167,0.005580473690834736
DNA,Kadena Air Base,Japan,0,0.0,0.0,3.2879294820093764e-76
ISG,New Ishigaki Airport,Japan,14,0.0023079459281239697,9.961867655840712e-05,0.0005541056428936517
UEO,Kumejima Airport,Japan,2,0.0003297065611605671,0.0,5.882476182975395e-06
MMD,Minami-Daito Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
MMY,Miyako Airport,Japan,6,0.0009891196834817012,0.0,7.00616962650082e-05
KTD,Kitadaito Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
