IATA,Nome,País,Grau,DC,BC,EC
JIJ,Wilwal International Airport,Ethiopia,6,0.0009891196834817012,0.00017091466253731623,3.342315415407682e-06
MKS,Mekane Selam Airport,Ethiopia,0,0.0,0.0,3.2879294820093764e-76
DBM,Debra Marcos Airport,Ethiopia,0,0.0,0.0,3.2879294820093764e-76
DBT,Debre Tabor Airport,Ethiopia,0,0.0,0.0,3.2879294820093764e-76
QHR,Harar Meda Airport,Ethiopia,0,0.0,0.0,3.2879294820093764e-76
GOB,Robe Airport,Ethiopia,0,0.0,0.0,3.2879294820093764e-76
MYB,Mayumba Airport,Gabon,0,0.0,0.0,3.2879294820093764e-76
MRE,Mara Serena Lodge Airstrip,Kenya,3,0.0004945598417408506,0.0,2.0460574672335158e-08
JJM,Mulika Lodge Airport,Kenya,0,0.0,0.0,3.2879294820093764e-76
RBX,Rumbek Airport,Sudan,0,0.0,0.0,3.2879294820093764e-76
CPA,Cape Palmas Airport,Liberia,0,0.0,0.0,3.2879294820093764e-76
IHC,Inhaca Airport,Mozambique,0,0.0,0.0,3.2879294820093764e-76
MAX,Ouro Sogui Airport,Senegal,0,0.0,0.0,3.2879294820093764e-76
BDI,Bird Island Airport,Seychelles,0,0.0,0.0,3.2879294820093764e-76
WHF,Wadi Halfa Airport,Sudan,0,0.0,0.0,3.2879294820093764e-76
NBE,Enfidha - Hammamet International Airport,Tunisia,50,0.008242664029014177,4.851823674127059e-06,0.002484189263692149
HTY,Hatay Airport,Turkey,16,0.002637652489284537,5.430780784821213e-05,5.0489506937433116e-05
RVV,Raivavae Airport,French Polynesia,4,0.0006594131223211342,0.0,1.0570447617033409e-05
FUO,Foshan Shadi Airport,China,2,0.0003297065611605671,0.0,3.966479639028315e-06
HUZ,Huizhou Airport,China,0,0.0,0.0,3.2879294820093764e-76
ILD,Lleida-Alguaire Airport,Spain,2,0.0003297065611605671,0.0,1.6784281863280197e-05
BIU,Bildudalur Airport,Iceland,0,0.0,0.0,3.2879294820093764e-76
GJR,Gjögur Airport,Iceland,0,0.0,0.0,3.2879294820093764e-76
SAK,Sauðárkrókur Airport,Iceland,0,0.0,0.0,3.2879294820093764e-76
IIA,Inishmaan Aerodrome,Ireland,0,0.0,0.0,3.2879294820093764e-76
ULG,Ulgii Mongolei Airport,Mongolia,2,0.0003297065611605671,0.0,1.0230323247725001e-06
KQT,Qurghonteppa International Airport,Tajikistan,0,0.0,0.0,3.2879294820093764e-76
VGD,Vologda Airport,Russia,0,0.0,0.0,3.2879294820093764e-76
ONK,Olenyok Airport,Russia,0,0.0,0.0,3.2879294820093764e-76
SYS,Saskylakh Airport,Russia,0,0.0,0.0,3.2879294820093764e-76
LDG,Leshukonskoye Airport,Russia,0,0.0,0.0,3.2879294820093764e-76
HSK,Huesca/Pirineos Airport,Spain,0,0.0,0.0,3.2879294820093764e-76
CQM,Ciudad Real Central Airport,Spain,0,0.0,0.0,3.2879294820093764e-76
NJF,Al Najaf International Airport,Iraq,17,0.00280250576986482,0.0,0.00011481719714407635
CSA,Colonsay Airstrip,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
RKH,Rock Hill - York County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
AGC,Allegheny County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
VQQ,Cecil Airport,United States,0,0.0,0.0,3.2879294820093764e-76
FTY,Fulton County Airport Brown Field,United States,0,0.0,0.0,3.2879294820093764e-76
TII,Tarin Kowt Airport,Afghanistan,0,0.0,0.0,3.2879294820093764e-76
ZAJ,Zaranj Airport,Afghanistan,0,0.0,0.0,3.2879294820093764e-76
CCN,Chakcharan Airport,Afghanistan,0,0.0,0.0,3.2879294820093764e-76
FUG,Fuyang Xiguan Airport,China,18,0.002967359050445104,0.0,0.0004892814758589097
LCX,Longyan Guanzhishan Airport,China,2,0.0003297065611605671,0.0,1.94557046484888e-05
BSD,Baoshan Yunduan Airport,China,2,0.0003297065611605671,0.0,0.00012142774295580494
ACX,Xingyi Airport,China,10,0.0016485328058028356,0.0,0.00015316972796927225
HZH,Liping Airport,China,4,0.0006594131223211342,0.0,9.628333283469866e-05
OSU,The Ohio State University Airport - Don Scott Field,United States,0,0.0,0.0,3.2879294820093764e-76
ADS,Addison Airport,United States,0,0.0,0.0,3.2879294820093764e-76
DSI,Destin Executive Airport,United States,0,0.0,0.0,3.2879294820093764e-76
KHE,Kherson International Airport,Ukraine,0,0.0,0.0,3.2879294820093764e-76
SZS,Ryan's Creek Aerodrome,New Zealand,0,0.0,0.0,3.2879294820093764e-76
HJJ,Zhijiang Airport,China,4,0.0006594131223211342,0.0,0.00010617395859826521
YQI,Yarmouth Airport,Canada,0,0.0,0.0,3.2879294820093764e-76
ISO,Kinston Regional Jetport At Stallings Field,United States,0,0.0,0.0,3.2879294820093764e-76
FFA,First Flight Airport,United States,0,0.0,0.0,3.2879294820093764e-76
LNJ,Lintsang Airfield,China,2,0.0003297065611605671,0.0,0.00012142774295580494
CKS,Carajás Airport,Brazil,7,0.0011539729640619848,0.0001719475437676626,2.232448321431879e-06
MWK,Tarempa Airport,Indonesia,0,0.0,0.0,3.2879294820093764e-76
PGU,Persian Gulf International Airport,Iran,10,0.0016485328058028356,0.0,3.414063531384515e-07
YES,Yasouj Airport,Iran,2,0.0003297065611605671,0.0,2.0025231460018892e-08
OSM,Mosul International Airport,Iraq,0,0.0,0.0,3.2879294820093764e-76
TJH,Tajima Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
AXJ,Amakusa Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
KKX,Kikai Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
AGJ,Aguni Airport,Japan,0,0.0,0.0,3.2879294820093764e-76
ULZ,Donoi Airport,Mongolia,0,0.0,0.0,3.2879294820093764e-76
UGA,Bulgan Airport,Mongolia,0,0.0,0.0,3.2879294820093764e-76
ULO,Ulaangom Airport,Mongolia,2,0.0003297065611605671,0.0,1.0230323247725001e-06
LBX,Lubang Airport,Philippines,0,0.0,0.0,3.2879294820093764e-76
TJU,Kulob Airport,Tajikistan,7,0.0011539729640619848,0.0,8.840791880269258e-05
CMJ,Chi Mei Airport,Taiwan,0,0.0,0.0,3.2879294820093764e-76
TAZ,Daşoguz Airport,Turkmenistan,0,0.0,0.0,3.2879294820093764e-76
BWB,Barrow Island Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
DRB,Derby Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
WGE,Walgett Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
BRT,Bathurst Island Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
DKI,Dunk Island Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
LZR,Lizard Island Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
HLT,Hamilton Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
HCQ,Halls Creek Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
FIZ,Fitzroy Crossing Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
RVT,Ravensthorpe Airport,Australia,3,0.0004945598417408506,0.0,2.5527142602369557e-05
PVU,Provo Municipal Airport,United States,6,0.0009891196834817012,0.0,0.00027262033591805764
SBS,Steamboat Springs Bob Adams Field,United States,0,0.0,0.0,3.2879294820093764e-76
DTA,Delta Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
PUC,Carbon County Regional/Buck Davis Field,United States,0,0.0,0.0,3.2879294820093764e-76
LAM,Los Alamos Airport,United States,2,0.0003297065611605671,0.0,2.9424226465115993e-05
HII,Lake Havasu City Airport,United States,0,0.0,0.0,3.2879294820093764e-76
INW,Winslow Lindbergh Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
DGL,Douglas Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
MZK,Marakei Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
AEA,Abemama Atoll Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
AAK,Buariki Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
KUC,Kuria Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
AIS,Arorae Island Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
TMN,Tamana Island Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
BEZ,Beru Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
NIG,Nikunau Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
BBG,Butaritari Atoll Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
MTK,Makin Island Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
MNK,Maiana Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
NON,Nonouti Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
TSU,Tabiteuea South Airport,Kiribati,0,0.0,0.0,3.2879294820093764e-76
WTZ,Whitianga Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
KTF,Takaka Airport,New Zealand,0,0.0,0.0,3.2879294820093764e-76
AFT,Afutara Aerodrome,Solomon Islands,0,0.0,0.0,3.2879294820093764e-76
RNA,Ulawa Airport,Solomon Islands,4,0.0006594131223211342,0.0,8.158000305388234e-08
CHY,Choiseul Bay Airport,Solomon Islands,3,0.0004945598417408506,0.0,8.158018461984374e-08
NNB,Santa Ana Airport,Solomon Islands,4,0.0006594131223211342,0.0,8.158000305388234e-08
XYA,Yandina Airport,Solomon Islands,0,0.0,0.0,3.2879294820093764e-76
BPF,Batuna Aerodrome,Solomon Islands,0,0.0,0.0,3.2879294820093764e-76
BOW,Bartow Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
FTI,Fitiuta Airport,American Samoa,0,0.0,0.0,3.2879294820093764e-76
LVK,Livermore Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
RMY,Mariposa Yosemite Airport,United States,0,0.0,0.0,3.2879294820093764e-76
GFY,Grootfontein Airport,Namibia,0,0.0,0.0,3.2879294820093764e-76
NDU,Rundu Airport,Namibia,4,0.0006594131223211342,0.0,1.1208016977787809e-63
TRM,Jacqueline Cochran Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
SMO,Santa Monica Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
UDD,Bermuda Dunes Airport,United States,0,0.0,0.0,3.2879294820093764e-76
SCF,Scottsdale Airport,United States,0,0.0,0.0,3.2879294820093764e-76
OLM,Olympia Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
RIL,Garfield County Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
SAA,Shively Field,United States,0,0.0,0.0,3.2879294820093764e-76
PDK,DeKalb Peachtree Airport,United States,0,0.0,0.0,3.2879294820093764e-76
BMG,Monroe County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
SUA,Witham Field,United States,0,0.0,0.0,3.2879294820093764e-76
MMU,Morristown Municipal Airport,United States,4,0.0006594131223211342,0.0,4.594836236079614e-05
APC,Napa County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
SDM,Brown Field Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
VNC,Venice Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
PHK,Palm Beach County Glades Airport,United States,0,0.0,0.0,3.2879294820093764e-76
ECP,Northwest Florida Beaches International Airport,United States,10,0.0016485328058028356,0.0,0.004856417111993474
SBD,San Bernardino International Airport,United States,0,0.0,0.0,3.2879294820093764e-76
VAL,Valença Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
CAU,Caruaru Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
AWK,Wake Island Airfield,Wake Island,0,0.0,0.0,3.2879294820093764e-76
QNV,Aeroclube Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
SQL,San Carlos Airport,United States,0,0.0,0.0,3.2879294820093764e-76
RWI,Rocky Mount Wilson Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
SXQ,Soldotna Airport,United States,0,0.0,0.0,3.2879294820093764e-76
SEE,Gillespie Field,United States,0,0.0,0.0,3.2879294820093764e-76
PHA,Phan Rang Airport,Vietnam,0,0.0,0.0,3.2879294820093764e-76
SQH,Na-San Airport,Vietnam,0,0.0,0.0,3.2879294820093764e-76
TKF,Truckee Tahoe Airport,United States,0,0.0,0.0,3.2879294820093764e-76
FRJ,Fréjus Airport,France,0,0.0,0.0,3.2879294820093764e-76
GEX,Geelong Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
LVM,Mission Field,United States,0,0.0,0.0,3.2879294820093764e-76
GMV,Monument Valley Airport,United States,0,0.0,0.0,3.2879294820093764e-76
JRA,West 30th St. Heliport,United States,0,0.0,0.0,3.2879294820093764e-76
LAL,Lakeland Linder International Airport,United States,0,0.0,0.0,3.2879294820093764e-76
SYH,Syangboche Airport,Nepal,0,0.0,0.0,3.2879294820093764e-76
RBK,French Valley Airport,United States,0,0.0,0.0,3.2879294820093764e-76
FNU,Oristano-Fenosu Airport,Italy,0,0.0,0.0,3.2879294820093764e-76
MYQ,Mysore Airport,India,2,0.0003297065611605671,0.0,4.6433720785506655e-06
MGY,Dayton-Wright Brothers Airport,United States,0,0.0,0.0,3.2879294820093764e-76
FDY,Findlay Airport,United States,0,0.0,0.0,3.2879294820093764e-76
PEA,Penneshaw Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
EMP,Emporia Municipal Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
HYC,Wycombe Air Park,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
BBP,Bembridge Airport,United Kingdom,0,0.0,0.0,3.2879294820093764e-76
SPF,Black Hills Airport-Clyde Ice Field,United States,0,0.0,0.0,3.2879294820093764e-76
QYD,Oksywie Military Air Base,Poland,0,0.0,0.0,3.2879294820093764e-76
OLV,Olive Branch Airport,United States,0,0.0,0.0,3.2879294820093764e-76
KNA,Viña del mar Airport,Chile,0,0.0,0.0,3.2879294820093764e-76
ONQ,Zonguldak Airport,Turkey,4,0.0006594131223211342,0.0,4.650446653597652e-05
BJC,Rocky Mountain Metropolitan Airport,United States,0,0.0,0.0,3.2879294820093764e-76
SLE,Salem Municipal Airport/McNary Field,United States,0,0.0,0.0,3.2879294820093764e-76
UTM,Tunica Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
ZKB,Kasaba Bay Airport,Zambia,0,0.0,0.0,3.2879294820093764e-76
LND,Hunt Field,Germany,0,0.0,0.0,3.2879294820093764e-76
MWC,Lawrence J Timmerman Airport,United States,0,0.0,0.0,3.2879294820093764e-76
JVL,Southern Wisconsin Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
LZU,Gwinnett County Briscoe Field,United States,0,0.0,0.0,3.2879294820093764e-76
BWG,Bowling Green Warren County Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
RVS,Richard Lloyd Jones Jr Airport,United States,0,0.0,0.0,3.2879294820093764e-76
NHD,Al Minhad Air Base,United Arab Emirates,0,0.0,0.0,3.2879294820093764e-76
KGO,Kirovograd Airport,Ukraine,0,0.0,0.0,3.2879294820093764e-76
DBB,El Alamein International Airport,Egypt,0,0.0,0.0,3.2879294820093764e-76
BCE,Bryce Canyon Airport,United States,0,0.0,0.0,3.2879294820093764e-76
CKL,Chkalovskiy Air Base,Russia,0,0.0,0.0,3.2879294820093764e-76
TCZ,Tengchong Tuofeng Airport,China,8,0.0013188262446422684,0.0,0.00016590249821705973
UKS,Belbek Airport,Ukraine,4,0.0006594131223211342,0.0,1.1783657044472085e-05
OAZ,Camp Bastion Airport,Afghanistan,0,0.0,0.0,3.2879294820093764e-76
JCI,New Century Aircenter Airport,United States,0,0.0,0.0,3.2879294820093764e-76
ESN,Easton Newnam Field,United States,0,0.0,0.0,3.2879294820093764e-76
HMR,Stafsberg Airport,Norway,0,0.0,0.0,3.2879294820093764e-76
MYV,Yuba County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
DUC,Halliburton Field,United States,0,0.0,0.0,3.2879294820093764e-76
UVA,Garner Field,United States,0,0.0,0.0,3.2879294820093764e-76
LOT,Lewis University Airport,United States,0,0.0,0.0,3.2879294820093764e-76
CCR,Buchanan Field,United States,0,0.0,0.0,3.2879294820093764e-76
OCA,Ocean Reef Club Airport,United States,0,0.0,0.0,3.2879294820093764e-76
YUS,Yushu Batang Airport,China,2,0.0003297065611605671,0.0,3.036866365967161e-05
HIA,Lianshui Airport,China,24,0.003956478733926805,1.0872434003646071e-07,0.0003232507481415435
YOO,Toronto/Oshawa Executive Airport,Canada,0,0.0,0.0,3.2879294820093764e-76
LHA,Lahr Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
NYW,Monywar Airport,Burma,0,0.0,0.0,3.2879294820093764e-76
ATO,Ohio University Snyder Field,United States,0,0.0,0.0,3.2879294820093764e-76
SGH,Springfield-Beckley Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
HEX,Herrera Airport,Dominican Republic,0,0.0,0.0,3.2879294820093764e-76
CDA,Cooinda Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
JAB,Jabiru Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
HGS,Hastings Airport,Sierra Leone,0,0.0,0.0,3.2879294820093764e-76
TOP,Philip Billard Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
MQY,Smyrna Airport,United States,0,0.0,0.0,3.2879294820093764e-76
UOS,Franklin County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
NGQ,Ngari Gunsa Airport,China,4,0.0006594131223211342,1.3875943897153298e-05,4.599182759832079e-06
CSO,Cochstedt Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
PWK,Chicago Executive Airport,United States,0,0.0,0.0,3.2879294820093764e-76
KLS,Southwest Washington Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
ZTA,Tureia Airport,French Polynesia,0,0.0,0.0,3.2879294820093764e-76
PUE,Puerto Obaldia Airport,Panama,2,0.0003297065611605671,0.0,2.1678666413682587e-11
KHC,Kerch Airport,Ukraine,0,0.0,0.0,3.2879294820093764e-76
UKA,Ukunda Airstrip,Kenya,2,0.0003297065611605671,0.0,2.0450964937171944e-08
ILN,Wilmington Airpark,United States,0,0.0,0.0,3.2879294820093764e-76
AVW,Marana Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
CGZ,Casa Grande Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
BXK,Buckeye Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
MMI,McMinn County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
STK,Sterling Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
RWL,Rawlins Municipal Airport/Harvey Field,United States,0,0.0,0.0,3.2879294820093764e-76
CDW,Essex County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
AIZ,Lee C Fine Memorial Airport,United States,0,0.0,0.0,3.2879294820093764e-76
TVI,Thomasville Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
HSH,Henderson Executive Airport,United States,0,0.0,0.0,3.2879294820093764e-76
GML,Gostomel Airport,Ukraine,0,0.0,0.0,3.2879294820093764e-76
TMA,Henry Tift Myers Airport,United States,0,0.0,0.0,3.2879294820093764e-76
RDO,Radom Airport,Poland,0,0.0,0.0,3.2879294820093764e-76
DVT,Phoenix Deer Valley Airport,United States,0,0.0,0.0,3.2879294820093764e-76
YRV,Revelstoke Airport,Canada,0,0.0,0.0,3.2879294820093764e-76
FRG,Republic Airport,United States,0,0.0,0.0,3.2879294820093764e-76
ZHY,Zhongwei Shapotou Airport,China,4,0.0006594131223211342,0.0,6.733009393025906e-05
MCL,McKinley National Park Airport,United States,0,0.0,0.0,3.2879294820093764e-76
PPC,Prospect Creek Airport,United States,0,0.0,0.0,3.2879294820093764e-76
KHW,Khwai River Lodge Airport,Botswana,0,0.0,0.0,3.2879294820093764e-76
TXG,Taichung Airport,Taiwan,0,0.0,0.0,3.2879294820093764e-76
HLG,Wheeling Ohio County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
XYE,Ye Airport,Burma,0,0.0,0.0,3.2879294820093764e-76
DWC,Al Maktoum International Airport,United Arab Emirates,77,0.012693702604681834,9.393782979150205e-05,0.00031706918040339075
RKP,Aransas County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
MVV,Megève Airport,France,0,0.0,0.0,3.2879294820093764e-76
MFX,Méribel Altiport,France,0,0.0,0.0,3.2879294820093764e-76
AEB,Baise Youjiang Airport,China,6,0.0009891196834817012,0.0,7.761125945435528e-05
OKF,Okaukuejo Airport,Namibia,0,0.0,0.0,3.2879294820093764e-76
OKU,Mokuti Lodge Airport,Namibia,0,0.0,0.0,3.2879294820093764e-76
KOQ,Köthen Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
PSH,St. Peter-Ording Airport,Germany,0,0.0,0.0,3.2879294820093764e-76
TTD,Portland Troutdale Airport,United States,0,0.0,0.0,3.2879294820093764e-76
HIO,Portland Hillsboro Airport,United States,0,0.0,0.0,3.2879294820093764e-76
KHT,Khost Airport,Afghanistan,0,0.0,0.0,3.2879294820093764e-76
NMT,Namtu Airport,Burma,0,0.0,0.0,3.2879294820093764e-76
BNO,Burns Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
PRZ,Prineville Airport,United States,0,0.0,0.0,3.2879294820093764e-76
RBL,Red Bluff Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
NOT,Marin County Airport - Gnoss Field,United States,0,0.0,0.0,3.2879294820093764e-76
LKV,Lake County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
OTK,Tillamook Airport,United States,0,0.0,0.0,3.2879294820093764e-76
ONO,Ontario Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
DLS,Columbia Gorge Regional the Dalles Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
GAI,Montgomery County Airpark,United States,0,0.0,0.0,3.2879294820093764e-76
OAS,Sharana Airstrip,Afghanistan,0,0.0,0.0,3.2879294820093764e-76
YTA,Pembroke Airport,Canada,0,0.0,0.0,3.2879294820093764e-76
TSB,Tsumeb Airport,Namibia,0,0.0,0.0,3.2879294820093764e-76
YSD,Suffield Heliport,Canada,0,0.0,0.0,3.2879294820093764e-76
BNU,Blumenau Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
YCC,Cornwall Regional Airport,Canada,0,0.0,0.0,3.2879294820093764e-76
IZA,Zona da Mata Regional Airport,Brazil,4,0.0006594131223211342,0.0,2.051374205874926e-06
MVL,Morrisville Stowe State Airport,United States,0,0.0,0.0,3.2879294820093764e-76
RBD,Dallas Executive Airport,United States,0,0.0,0.0,3.2879294820093764e-76
BXY,Krainiy Airport,Kazakhstan,0,0.0,0.0,3.2879294820093764e-76
WST,Westerly State Airport,United States,0,0.0,0.0,3.2879294820093764e-76
BID,Block Island State Airport,United States,0,0.0,0.0,3.2879294820093764e-76
NME,Nightmute Airport,United States,2,0.0003297065611605671,0.0,7.510000350723464e-08
OOK,Toksook Bay Airport,United States,3,0.0004945598417408506,0.00017088748145230713,1.9091094384220864e-08
OBY,Ittoqqortoormiit Heliport,Greenland,2,0.0003297065611605671,0.0,1.1032460622487885e-68
VIN,Vinnytsia/Gavyryshivka Airport,Ukraine,2,0.0003297065611605671,0.0,1.2015532338024216e-05
BGE,Decatur County Industrial Air Park,United States,0,0.0,0.0,3.2879294820093764e-76
ZGS,La Romaine Airport,Canada,0,0.0,0.0,3.2879294820093764e-76
ZKG,Kegaska Airport,Canada,2,0.0003297065611605671,0.0,1.5256588663929307e-09
YBI,Black Tickle Airport,Canada,0,0.0,0.0,3.2879294820093764e-76
WHP,Whiteman Airport,United States,0,0.0,0.0,3.2879294820093764e-76
MAE,Madera Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
YZZ,Trail Airport,Canada,2,0.0003297065611605671,0.0,4.467991198571947e-05
YAB,Old Arctic Bay Airport,Canada,4,0.0006594131223211342,0.000341720600734596,5.665371398313342e-08
GSI,Grand-Santi Airport,French Guiana,0,0.0,0.0,3.2879294820093764e-76
MPY,Maripasoula Airport,French Guiana,0,0.0,0.0,3.2879294820093764e-76
LDX,Saint-Laurent-du-Maroni Airport,French Guiana,0,0.0,0.0,3.2879294820093764e-76
KJI,Kanas Airport,China,0,0.0,0.0,3.2879294820093764e-76
CPB,Capurganá Airport,Colombia,0,0.0,0.0,3.2879294820093764e-76
HMB,Sohag International Airport,Egypt,10,0.0016485328058028356,0.0,0.00013829218895568875
RVY,Presidente General Don Oscar D. Gestido International Airport,Uruguay,0,0.0,0.0,3.2879294820093764e-76
POJ,Patos de Minas Airport,Brazil,3,0.0004945598417408506,8.540296909863988e-05,2.4594990001664975e-08
JTC,Bauru - Arealva Airport,Brazil,6,0.0009891196834817012,3.2617302010938214e-07,3.0455469406632294e-07
OIA,Ourilândia do Norte Airport,Brazil,3,0.0004945598417408506,8.5430150183649e-05,3.244505710874969e-08
RDC,Redenção Airport,Brazil,2,0.0003297065611605671,0.00017113211121738917,3.244505710874969e-08
SXX,São Félix do Xingu Airport,Brazil,1,0.00016485328058028355,0.0,3.2879294820093764e-76
BYO,Bonito Airport,Brazil,2,0.0003297065611605671,0.0,1.8523751195932462e-07
SXO,São Félix do Araguaia Airport,Brazil,2,0.0003297065611605671,8.551169343867634e-05,8.54861665322438e-75
CFC,Caçador Airport,Brazil,4,0.0006594131223211342,0.0003035311762967892,1.246312553199131e-06
CAF,Carauari Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
ERN,Eirunepé Airport,Brazil,2,0.0003297065611605671,0.0,1.7250786564460307e-09
CCI,Concórdia Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
FBE,Francisco Beltrão Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
CFO,Confresa Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
AAF,Apalachicola Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
UMU,Umuarama Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
DTI,Diamantina Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
FBA,Fonte Boa Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
OLC,Senadora Eunice Micheles Airport,Brazil,2,0.0003297065611605671,0.0,1.7250786564460307e-09
HUW,Humaitá Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
IRZ,Tapuruquara Airport,Brazil,2,0.0003297065611605671,0.0,1.7250786564460307e-09
ORX,Oriximiná Airport,Brazil,2,0.0003297065611605671,0.0,2.5739542989383627e-08
UNA,Hotel Transamérica Airport,Brazil,0,0.0,0.0,3.2879294820093764e-76
TEF,Telfer Airport,Australia,0,0.0,0.0,3.2879294820093764e-76
GZP,Gazipaşa Airport,Turkey,12,0.0019782393669634025,0.0,7.553380459236503e-05
OAA,Shank Air Base,Afghanistan,0,0.0,0.0,3.2879294820093764e-76
FPR,St Lucie County International Airport,United States,0,0.0,0.0,3.2879294820093764e-76
PYM,Plymouth Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
NCO,Quonset State Airport,United States,0,0.0,0.0,3.2879294820093764e-76
OWD,Norwood Memorial Airport,United States,0,0.0,0.0,3.2879294820093764e-76
BAF,Westfield-Barnes Regional Airport,United States,0,0.0,0.0,3.2879294820093764e-76
MGJ,Orange County Airport,United States,0,0.0,0.0,3.2879294820093764e-76
HAR,Capital City Airport,United States,0,0.0,0.0,3.2879294820093764e-76
DXR,Danbury Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
ASH,Boire Field,United States,0,0.0,0.0,3.2879294820093764e-76
LWM,Lawrence Municipal Airport,United States,0,0.0,0.0,3.2879294820093764e-76
